"service","type","title","year","genre_primary","genre_secondary","critic_score","audience_score","average_score"
"Amazon Prime","TV Show","Better Call Saul",2015,"Drama","Drama",".98",".95","0.96"
"Amazon Prime","TV Show","The Boys",2019,"Drama","Drama",".93",".85","0.89"
"Amazon Prime","TV Show","The Chosen",2019,"Drama","Drama","1",".99","1"
"Amazon Prime","TV Show","Breaking Bad",2008,"Crime","Crime",".96",".97","0.96"
"Amazon Prime","TV Show","The Old Man",2022,"Mystery thriller","Mystery thriller",".95",".78","0.86"
"Amazon Prime","TV Show","Westworld",2016,"Drama","Drama",".81",".75","0.78"
"Amazon Prime","TV Show","Dark Winds",2022,"Mystery thriller","Mystery thriller","1",".84","0.92"
"Amazon Prime","TV Show","The Orville",2017,"Comedy","Comedy",".77",".87","0.82"
"Amazon Prime","TV Show","Game of Thrones",2011,"Drama","Drama",".89",".85","0.87"
"Amazon Prime","TV Show","P-Valley",2020,"Drama","Drama",".95",".88","0.92"
"Amazon Prime","TV Show","Paper Girls",2022,"Sci fi","Sci fi",".90",".83","0.86"
"Amazon Prime","TV Show","Yellowjackets",2021,"Drama","Drama","1",".77","0.88"
"Amazon Prime","TV Show","Yellowstone",2018,"Drama","Drama",".83",".84","0.84"
"Amazon Prime","TV Show","Fleabag",2016,"Comedy","Comedy","1",".93","0.97"
"Amazon Prime","TV Show","What We Do in the Shadows",2019,"Comedy","Comedy",".98",".90","0.94"
"Amazon Prime","TV Show","Outer Range",2022,"Drama","Drama",".81",".65","0.73"
"Amazon Prime","TV Show","The Last Kingdom",2015,"History","History",".91",".94","0.92"
"Amazon Prime","TV Show","Night Sky",2022,"Sci fi","Sci fi",".74",".82","0.78"
"Amazon Prime","TV Show","Barry",2018,"Comedy","Comedy",".99",".90","0.94"
"Amazon Prime","TV Show","Evil",2019,"Drama","Drama",".95",".83","0.89"
"Amazon Prime","TV Show","Reacher",2022,"Drama","Drama",".92",".91","0.92"
"Amazon Prime","TV Show","Succession",2018,"Drama","Drama",".94",".85","0.9"
"Amazon Prime","TV Show","Harley Quinn",2019,"Fantasy","Fantasy",".96",".90","0.93"
"Amazon Prime","TV Show","The Walking Dead",2010,"Drama","Drama",".80",".78","0.79"
"Amazon Prime","TV Show","The Summer I Turned Pretty",2022,"Drama","Drama",".91",".80","0.86"
"Amazon Prime","TV Show","Euphoria",2019,"Drama","Drama",".88",".85","0.86"
"Amazon Prime","TV Show","Marvel's Daredevil",2015,"Drama","Drama",".92",".89","0.9"
"Amazon Prime","TV Show","Counterpart",2017,"Drama","Drama","1",".90","0.95"
"Amazon Prime","TV Show","The Expanse",2015,"Drama","Drama",".94",".92","0.93"
"Amazon Prime","TV Show","The White Lotus",2021,"Comedy","Comedy",".89",".77","0.83"
"Amazon Prime","TV Show","Banshee",2013,"Mystery thriller","Mystery thriller",".90",".90","0.9"
"Amazon Prime","TV Show","Mr. Robot",2015,"Drama","Drama",".94",".93","0.94"
"Amazon Prime","TV Show","Resident Alien",2021,"Sci fi","Sci fi",".94",".74","0.84"
"Amazon Prime","TV Show","Legion",2017,"Adventure","Adventure",".91",".86","0.88"
"Amazon Prime","TV Show","Lucifer",2016,"Crime","Crime",".88",".73","0.8"
"Amazon Prime","TV Show","The Sopranos",1999,"Crime","Crime",".92",".97","0.94"
"Amazon Prime","TV Show","The Staircase",2022,"Crime","Crime",".93",".67","0.8"
"Amazon Prime","TV Show","The Wire",2002,"Crime","Crime",".94",".97","0.96"
"Amazon Prime","TV Show","Suits",2011,"Drama","Drama",".90",".87","0.88"
"Amazon Prime","TV Show","The Wheel of Time",2021,"Fantasy","Fantasy",".81",".62","0.72"
"Amazon Prime","TV Show","The Blacklist",2013,"Crime","Crime",".91",".80","0.86"
"Amazon Prime","TV Show","The Flight Attendant",2020,"Comedy","Comedy",".91",".60","0.76"
"Amazon Prime","TV Show","Peacemaker",2022,"Comedy","Comedy",".94",".89","0.92"
"Amazon Prime","TV Show","Vikings",2013,"History","History",".93",".87","0.9"
"Amazon Prime","TV Show","Pretty Little Liars",2010,"Drama","Drama",".81",".81","0.81"
"Amazon Prime","TV Show","The Office",2005,"Comedy","Comedy",".81",".89","0.85"
"Amazon Prime","TV Show","Fargo",2014,"Crime","Crime",".93",".84","0.88"
"Amazon Prime","TV Show","Rick and Morty",2013,"Action","Action",".94",".87","0.9"
"Amazon Prime","TV Show","Better Things",2016,"Comedy","Comedy",".98",".83","0.9"
"Amazon Prime","TV Show","We Own This City",2022,"Crime","Crime",".93",".75","0.84"
"Amazon Prime","TV Show","The Flash",2014,"Drama","Drama",".89",".63","0.76"
"Amazon Prime","TV Show","Marvel's The Punisher",2017,"Drama","Drama",".64",".77","0.7"
"Amazon Prime","TV Show","Avatar: The Last Airbender",2005,"Kids family","Kids family","1",".98","0.99"
"Amazon Prime","TV Show","True Detective",2014,"Crime","Crime",".78",".74","0.76"
"Amazon Prime","TV Show","American Horror Story",2011,"Horror","Horror",".77",".70","0.74"
"Amazon Prime","TV Show","The Handmaid's Tale",2017,"Drama","Drama",".83",".77","0.8"
"Amazon Prime","TV Show","Shameless",2010,"Comedy","Comedy",".82",".81","0.82"
"Amazon Prime","TV Show","You",2018,"Drama","Drama",".91",".76","0.84"
"Amazon Prime","TV Show","Cobra Kai",2018,"Comedy","Comedy",".93",".92","0.92"
"Amazon Prime","TV Show","Taboo",2017,"Crime","Crime",".76",".92","0.84"
"Amazon Prime","TV Show","Nathan for You",2013,"Comedy","Comedy",".97",".95","0.96"
"Amazon Prime","TV Show","The Leftovers",2014,"Drama","Drama",".91",".90","0.9"
"Amazon Prime","TV Show","Outlander",2014,"Drama","Drama",".89",".86","0.88"
"Amazon Prime","TV Show","Bosch",2014,"Drama","Drama",".97",".93","0.95"
"Amazon Prime","TV Show","Attack on Titan",2013,"Adventure","Adventure",".96",".95","0.96"
"Amazon Prime","TV Show","The Man in the High Castle",2015,"History","History",".84",".81","0.82"
"Amazon Prime","TV Show","The 100",2014,"Drama","Drama",".93",".66","0.8"
"Amazon Prime","TV Show","The Fall",2013,"Crime","Crime",".84",".86","0.85"
"Amazon Prime","TV Show","Doom Patrol",2019,"Drama","Drama",".97",".75","0.86"
"Amazon Prime","TV Show","The Americans",2013,"Crime","Crime",".96",".93","0.94"
"Amazon Prime","TV Show","Kevin Can F**k Himself",2021,"Comedy","Comedy",".82",".72","0.77"
"Amazon Prime","TV Show","Pennyworth",2019,"Drama","Drama",".66",".85","0.76"
"Amazon Prime","TV Show","Undone",2019,"Comedy","Comedy",".97",".91","0.94"
"Amazon Prime","TV Show","The Wilds",2020,"Drama","Drama",".88",".83","0.86"
"Amazon Prime","TV Show","Black Mirror",2011,"Sci fi","Sci fi",".84",".83","0.84"
"Amazon Prime","TV Show","Catastrophe",2015,"Comedy","Comedy",".98",".91","0.94"
"Amazon Prime","TV Show","American Gods",2017,"Drama","Drama",".77",".70","0.74"
"Amazon Prime","TV Show","The Vampire Diaries",2009,"Drama","Drama",".86",".70","0.78"
"Amazon Prime","TV Show","This Is Going to Hurt",2022,"Comedy","Comedy",".95",".96","0.96"
"Amazon Prime","TV Show","Brooklyn Nine-Nine",2013,"Comedy","Comedy",".95",".88","0.92"
"Amazon Prime","TV Show","Supernatural",2005,"Drama","Drama",".93",".75","0.84"
"Amazon Prime","TV Show","Lost",2004,"Drama","Drama",".85",".91","0.88"
"Amazon Prime","TV Show","This Is Us",2016,"Drama","Drama",".94",".78","0.86"
"Amazon Prime","TV Show","The Haunting of Hill House",2018,"Drama","Drama",".93",".91","0.92"
"Amazon Prime","TV Show","Titans",2018,"Drama","Drama",".86",".67","0.76"
"Amazon Prime","TV Show","Atlanta",2016,"Comedy","Comedy",".97",".83","0.9"
"Amazon Prime","TV Show","Invincible",2021,"Action","Action",".98",".92","0.95"
"Amazon Prime","TV Show","Adventure Time",2010,"Kids family","Kids family","1",".93","0.97"
"Amazon Prime","TV Show","Killing Eve",2018,"Action","Action",".89",".73","0.81"
"Amazon Prime","TV Show","Tom Clancy's Jack Ryan",2018,"Mystery thriller","Mystery thriller",".71",".73","0.72"
"Amazon Prime","TV Show","Good Omens",2019,"Fantasy","Fantasy",".84",".90","0.87"
"Amazon Prime","TV Show","The Sinner",2017,"Crime","Crime",".89",".73","0.81"
"Amazon Prime","TV Show","The Big Bang Theory",2007,"Comedy","Comedy",".81",".83","0.82"
"Amazon Prime","TV Show","Community",2009,"Comedy","Comedy",".88",".88","0.88"
"Amazon Prime","TV Show","Friends",1994,"Comedy","Comedy",".79",".93","0.86"
"Amazon Prime","TV Show","Justified",2010,"Crime","Crime",".97",".95","0.96"
"Amazon Prime","TV Show","Sneaky Pete",2015,"Drama","Drama",".96",".90","0.93"
"Amazon Prime","TV Show","The Good Place",2016,"Comedy","Comedy",".97",".89","0.93"
"Amazon Prime","TV Show","The Legend of Vox Machina",2022,"Fantasy","Fantasy","1",".93","0.97"
"Amazon Prime","TV Show","Gravity Falls",2012,"Kids family","Kids family","1",".96","0.98"
"Amazon Prime","TV Show","Mad Men",2007,"Drama","Drama",".94",".96","0.95"
"Amazon Prime","TV Show","Prison Break",2005,"Drama","Drama",".61",".78","0.7"
"Amazon Prime","TV Show","A Very English Scandal",2018,"Crime","Crime",".97",".80","0.88"
"Amazon Prime","TV Show","Modern Family",2009,"Comedy","Comedy",".85",".89","0.87"
"Amazon Prime","TV Show","Patriot",2015,"Drama","Drama",".91",".84","0.88"
"Amazon Prime","TV Show","Raised by Wolves",2020,"Sci fi","Sci fi",".80",".80","0.8"
"Amazon Prime","TV Show","The Split",2018,"Drama","Drama",".76",".90","0.83"
"Amazon Prime","TV Show","House of Cards",2013,"Drama","Drama",".77",".76","0.76"
"Amazon Prime","TV Show","The Marvelous Mrs. Maisel",2017,"Comedy","Comedy",".89",".83","0.86"
"Amazon Prime","TV Show","Upload",2020,"Comedy","Comedy",".94",".81","0.88"
"Amazon Prime","TV Show","Hannibal",2013,"Crime","Crime",".92",".94","0.93"
"Amazon Prime","TV Show","Jurassic World: Camp Cretaceous",2020,"Kids family","Kids family",".92",".77","0.84"
"Amazon Prime","TV Show","Billions",2016,"Drama","Drama",".91",".69","0.8"
"Amazon Prime","TV Show","Lost in Space",2018,"Sci fi","Sci fi",".84",".78","0.81"
"Amazon Prime","TV Show","It's Always Sunny in Philadelphia",2005,"Comedy","Comedy",".94",".92","0.93"
"Amazon Prime","TV Show","Goliath",2016,"Crime","Crime",".86",".70","0.78"
"Amazon Prime","TV Show","Black Sails",2014,"Adventure","Adventure",".81",".83","0.82"
"Amazon Prime","TV Show","The Great",2020,"History","History",".94",".86","0.9"
"Amazon Prime","TV Show","Mare of Easttown",2021,"Drama","Drama",".95",".94","0.94"
"Amazon Prime","TV Show","The Boys Presents: Diabolical",2022,"Drama","Drama",".97",".73","0.85"
"Amazon Prime","TV Show","Arrested Development",2003,"Comedy","Comedy",".74",".85","0.8"
"Amazon Prime","TV Show","Solar Opposites",2020,"Comedy","Comedy",".97",".86","0.92"
"Amazon Prime","TV Show","Superman & Lois",2021,"Drama","Drama",".86",".81","0.84"
"Amazon Prime","TV Show","The Owl House",2020,"Kids family","Kids family","1",".93","0.97"
"Amazon Prime","TV Show","Fringe",2008,"Crime","Crime",".90",".77","0.84"
"Amazon Prime","TV Show","Snowfall",2017,"Drama","Drama",".90",".87","0.88"
"Amazon Prime","TV Show","Line of Duty",2012,"Crime","Crime",".96",".94","0.95"
"Amazon Prime","TV Show","The End of the F...ing World",2017,"Comedy","Comedy",".94",".92","0.93"
"Amazon Prime","TV Show","Abbott Elementary",2021,"Comedy","Comedy",".98",".90","0.94"
"Amazon Prime","TV Show","Sons of Anarchy",2008,"Crime","Crime",".87",".91","0.89"
"Amazon Prime","TV Show","Band of Brothers",2001,"History","History",".97",".98","0.98"
"Amazon Prime","TV Show","Schitt's Creek",2015,"Comedy","Comedy",".93",".91","0.92"
"Amazon Prime","TV Show","Grey's Anatomy",2005,"Drama","Drama",".84",".75","0.8"
"Amazon Prime","TV Show","Forever",2018,"Comedy","Comedy",".95",".78","0.86"
"Amazon Prime","TV Show","How I Met Your Mother",2005,"Comedy","Comedy",".84",".84","0.84"
"Amazon Prime","TV Show","Marvel's Agents of S.H.I.E.L.D.",2013,"Drama","Drama",".95",".91","0.93"
"Amazon Prime","TV Show","How to Get Away With Murder",2014,"Drama","Drama",".88",".86","0.87"
"Amazon Prime","TV Show","Star Wars: The Clone Wars",2008,"Kids family","Kids family",".93",".91","0.92"
"Amazon Prime","TV Show","Dexter",2006,"Crime","Crime",".71",".81","0.76"
"Amazon Prime","TV Show","Fortitude",2015,"Crime","Crime",".84",".64","0.74"
"Amazon Prime","TV Show","Longmire",2012,"Crime","Crime",".88",".92","0.9"
"Amazon Prime","TV Show","Marvel - Jessica Jones",2015,"Drama","Drama",".83",".79","0.81"
"Amazon Prime","TV Show","Altered Carbon",2018,"Sci fi","Sci fi",".75",".64","0.7"
"Amazon Prime","TV Show","Castlevania",2017,"Action","Action",".94",".89","0.92"
"Amazon Prime","TV Show","Big Little Lies",2017,"Drama","Drama",".89",".89","0.89"
"Amazon Prime","TV Show","Sharp Objects",2018,"Drama","Drama",".92",".83","0.88"
"Amazon Prime","TV Show","The Outsider",2020,"Crime","Crime",".91",".83","0.87"
"Amazon Prime","TV Show","Jane The Virgin",2014,"Drama","Drama","1",".85","0.92"
"Amazon Prime","TV Show","Sex and the City",1998,"Comedy","Comedy",".70",".81","0.76"
"Amazon Prime","TV Show","Steven Universe",2013,"Kids family","Kids family","1",".86","0.93"
"Amazon Prime","Movie","Elvis",2022,"Biography","Biography",".78",".94","0.86"
"Amazon Prime","Movie","I Love My Dad",2022,"Comedy","Comedy",".71",".83","0.77"
"Amazon Prime","Movie","Thirteen Lives",2022,"Drama","Drama",".88",".94","0.91"
"Amazon Prime","Movie","Lightyear",2022,"Kids & family","Kids & family",".75",".84","0.8"
"Amazon Prime","Movie","Everything Everywhere All at Once",2022,"Comedy","Comedy",".95",".89","0.92"
"Amazon Prime","Movie","X",2022,"Horror","Horror",".95",".75","0.85"
"Amazon Prime","Movie","Doctor Strange in the Multiverse of Madness",2022,"Action","Action",".74",".85","0.8"
"Amazon Prime","Movie","Predator",1987,"Action","Action",".80",".87","0.84"
"Amazon Prime","Movie","Leave No Trace",2018,"Drama","Drama","1",".80","0.9"
"Amazon Prime","Movie","The Batman",2022,"Action","Action",".85",".87","0.86"
"Amazon Prime","Movie","The Northman",2022,"Adventure","Adventure",".89",".64","0.76"
"Amazon Prime","Movie","The Lost City",2022,"Romance","Romance",".79",".83","0.81"
"Amazon Prime","Movie","Belfast",2021,"Drama","Drama",".87",".92","0.9"
"Amazon Prime","Movie","The Informer",2019,"Mystery & thriller","Mystery & thriller",".63",".61","0.62"
"Amazon Prime","Movie","Get Out",2017,"Horror","Horror",".98",".86","0.92"
"Amazon Prime","Movie","The Nice Guys",2016,"Action","Action",".91",".79","0.85"
"Amazon Prime","Movie","House of Gucci",2021,"Drama","Drama",".62",".83","0.72"
"Amazon Prime","Movie","Last Night in Soho",2021,"Mystery & thriller","Mystery & thriller",".76",".90","0.83"
"Amazon Prime","Movie","Tenet",2020,"Action","Action",".69",".76","0.72"
"Amazon Prime","Movie","The Outfit",2022,"Mystery & thriller","Mystery & thriller",".84",".92","0.88"
"Amazon Prime","Movie","Us",2019,"Horror","Horror",".93",".60","0.76"
"Amazon Prime","Movie","Sonic the Hedgehog 2",2022,"Kids & family","Kids & family",".69",".96","0.82"
"Amazon Prime","Movie","Interstellar",2014,"Sci-fi","Sci-fi",".73",".86","0.8"
"Amazon Prime","Movie","Ambulance",2022,"Action","Action",".68",".88","0.78"
"Amazon Prime","Movie","Nobody",2021,"Action","Action",".84",".94","0.89"
"Amazon Prime","Movie","Avengers: Endgame",2019,"Action","Action",".94",".90","0.92"
"Amazon Prime","Movie","The Bad Guys",2022,"Kids & family","Kids & family",".88",".93","0.9"
"Amazon Prime","Movie","Dune",2021,"Sci-fi","Sci-fi",".83",".90","0.86"
"Amazon Prime","Movie","Joker",2019,"Crime","Crime",".68",".88","0.78"
"Amazon Prime","Movie","The Gentlemen",2020,"Crime","Crime",".75",".84","0.8"
"Amazon Prime","Movie","Thor: The Dark World",2013,"Action","Action",".66",".75","0.7"
"Amazon Prime","Movie","Grease",1978,"Musical","Musical",".76",".87","0.82"
"Amazon Prime","Movie","Blade Runner 2049",2017,"Sci-fi","Sci-fi",".88",".81","0.84"
"Amazon Prime","Movie","No Time to Die",2021,"Action","Action",".83",".88","0.86"
"Amazon Prime","Movie","Hereditary",2018,"Horror","Horror",".90",".68","0.79"
"Amazon Prime","Movie","Nightmare Alley",2021,"Mystery & thriller","Mystery & thriller",".80",".68","0.74"
"Amazon Prime","Movie","Whiplash",2014,"Drama","Drama",".94",".94","0.94"
"Amazon Prime","Movie","Shang-Chi and the Legend of the Ten Rings",2021,"Action","Action",".91",".98","0.94"
"Amazon Prime","Movie","Paddington 2",2017,"Kids & family","Kids & family",".99",".88","0.94"
"Amazon Prime","Movie","Flight",2012,"Drama","Drama",".77",".75","0.76"
"Amazon Prime","Movie","Thor: Ragnarok",2017,"Action","Action",".93",".87","0.9"
"Amazon Prime","Movie","Midsommar",2019,"Horror","Horror",".83",".63","0.73"
"Amazon Prime","Movie","The Suicide Squad",2021,"Action","Action",".90",".82","0.86"
"Amazon Prime","Movie","Pig",2021,"Drama","Drama",".97",".84","0.9"
"Amazon Prime","Movie","The Matrix Resurrections",2021,"Sci-fi","Sci-fi",".63",".63","0.63"
"Amazon Prime","Movie","Ghostbusters: Afterlife",2021,"Comedy","Comedy",".63",".94","0.78"
"Amazon Prime","Movie","Turning Red",2022,"Kids & family","Kids & family",".95",".72","0.84"
"Amazon Prime","Movie","Candyman",2021,"Horror","Horror",".84",".72","0.78"
"Amazon Prime","Movie","Free Guy",2021,"Action","Action",".80",".94","0.87"
"Amazon Prime","Movie","It Follows",2014,"Horror","Horror",".96",".66","0.81"
"Amazon Prime","Movie","American Psycho",2000,"Horror","Horror",".69",".85","0.77"
"Amazon Prime","Movie","Ex Machina",2014,"Sci-fi","Sci-fi",".92",".86","0.89"
"Amazon Prime","Movie","Mr. Malcolm's List",2022,"Romance","Romance",".82",".82","0.82"
"Amazon Prime","Movie","Once Upon a Time... In Hollywood",2019,"Comedy","Comedy",".85",".70","0.77"
"Amazon Prime","Movie","Eyes Wide Shut",1999,"Drama","Drama",".76",".74","0.75"
"Amazon Prime","Movie","The Dark Knight",2008,"Action","Action",".94",".94","0.94"
"Amazon Prime","Movie","Forrest Gump",1994,"Comedy","Comedy",".71",".95","0.83"
"Amazon Prime","Movie","The Talented Mr. Ripley",1999,"Crime","Crime",".84",".80","0.82"
"Amazon Prime","Movie","Avengers: Infinity War",2018,"Action","Action",".85",".91","0.88"
"Amazon Prime","Movie","Fight Club",1999,"Mystery & thriller","Mystery & thriller",".79",".96","0.88"
"Amazon Prime","Movie","The Shawshank Redemption",1994,"Drama","Drama",".91",".98","0.94"
"Amazon Prime","Movie","Heat",1995,"Crime","Crime",".88",".94","0.91"
"Amazon Prime","Movie","Seven",1995,"Mystery & thriller","Mystery & thriller",".82",".95","0.88"
"Amazon Prime","Movie","10 Cloverfield Lane",2016,"Mystery & thriller","Mystery & thriller",".90",".79","0.84"
"Amazon Prime","Movie","The Outpost",2019,"War","War",".92",".82","0.87"
"Amazon Prime","Movie","Black Panther",2018,"Action","Action",".96",".79","0.88"
"Amazon Prime","Movie","Thor",2011,"Action","Action",".77",".76","0.76"
"Amazon Prime","Movie","Avatar",2009,"Sci-fi","Sci-fi",".82",".82","0.82"
"Amazon Prime","Movie","Wrath of Man",2021,"Action","Action",".66",".90","0.78"
"Amazon Prime","Movie","Spree",2020,"Mystery & thriller","Mystery & thriller",".67",".61","0.64"
"Amazon Prime","Movie","John Wick",2014,"Action","Action",".86",".81","0.84"
"Amazon Prime","Movie","A Most Violent Year",2014,"Crime","Crime",".90",".69","0.8"
"Amazon Prime","Movie","The Godfather",1972,"Crime","Crime",".97",".98","0.98"
"Amazon Prime","Movie","Alien",1979,"Sci-fi","Sci-fi",".98",".94","0.96"
"Amazon Prime","Movie","Knives Out",2019,"Mystery & thriller","Mystery & thriller",".97",".92","0.94"
"Amazon Prime","Movie","The Terminator",1984,"Sci-fi","Sci-fi","1",".89","0.94"
"Amazon Prime","Movie","Wind River",2017,"Mystery & thriller","Mystery & thriller",".87",".90","0.88"
"Amazon Prime","Movie","The Invitation",2015,"Mystery & thriller","Mystery & thriller",".89",".69","0.79"
"Amazon Prime","Movie","Love and Monsters",2020,"Fantasy","Fantasy",".94",".89","0.92"
"Amazon Prime","Movie","Let Him Go",2020,"Drama","Drama",".84",".76","0.8"
"Amazon Prime","Movie","Black Widow",2021,"Action","Action",".79",".91","0.85"
"Amazon Prime","Movie","Jurassic World",2015,"Adventure","Adventure",".71",".78","0.74"
"Amazon Prime","Movie","The Last Duel",2021,"History","History",".85",".81","0.83"
"Amazon Prime","Movie","John Wick: Chapter 3 -- Parabellum",2019,"Action","Action",".89",".86","0.88"
"Amazon Prime","Movie","Titanic",1997,"History","History",".87",".69","0.78"
"Amazon Prime","Movie","Beast",2017,"Mystery & thriller","Mystery & thriller",".92",".74","0.83"
"Amazon Prime","Movie","Margin Call",2011,"Drama","Drama",".87",".74","0.8"
"Amazon Prime","Movie","Apocalypse Now",1979,"War","War",".98",".94","0.96"
"Amazon Prime","Movie","Aliens",1986,"Sci-fi","Sci-fi",".98",".94","0.96"
"Amazon Prime","Movie","Pulp Fiction",1994,"Crime","Crime",".92",".96","0.94"
"Amazon Prime","Movie","Logan",2017,"Action","Action",".94",".90","0.92"
"Amazon Prime","Movie","The Night House",2020,"Horror","Horror",".87",".69","0.78"
"Amazon Prime","Movie","Enemy",2013,"Mystery & thriller","Mystery & thriller",".71",".64","0.68"
"Amazon Prime","Movie","Nocturnal Animals",2016,"Mystery & thriller","Mystery & thriller",".74",".73","0.74"
"Amazon Prime","Movie","Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train",2020,"Fantasy","Fantasy",".98",".99","0.98"
"Amazon Prime","Movie","Nightcrawler",2014,"Mystery & thriller","Mystery & thriller",".95",".86","0.9"
"Amazon Prime","Movie","Spider-Man: Into the Spider-Verse",2018,"Kids & family","Kids & family",".97",".93","0.95"
"Amazon Prime","Movie","Shutter Island",2010,"Mystery & thriller","Mystery & thriller",".68",".77","0.73"
"Amazon Prime","Movie","Harry Potter and the Sorcerer's Stone",2001,"Kids & family","Kids & family",".81",".82","0.82"
"Amazon Prime","Movie","Taxi Driver",1976,"Drama","Drama",".96",".93","0.94"
"Amazon Prime","Movie","Inception",2010,"Sci-fi","Sci-fi",".87",".91","0.89"
"Amazon Prime","Movie","The Town",2010,"Crime","Crime",".92",".85","0.88"
"Amazon Prime","Movie","It",2017,"Horror","Horror",".86",".84","0.85"
"Amazon Prime","Movie","Prisoners",2013,"Mystery & thriller","Mystery & thriller",".81",".87","0.84"
"Amazon Prime","Movie","Spider-Man: Far From Home",2019,"Action","Action",".90",".95","0.92"
"Amazon Prime","Movie","Downton Abbey: A New Era",2022,"Drama","Drama",".86",".97","0.92"
"Amazon Prime","Movie","All My Friends Hate Me",2021,"Comedy","Comedy",".89",".66","0.78"
"Amazon Prime","Movie","The Departed",2006,"Crime","Crime",".90",".94","0.92"
"Amazon Prime","Movie","Marry Me",2022,"Romance","Romance",".61",".92","0.76"
"Amazon Prime","Movie","Source Code",2011,"Mystery & thriller","Mystery & thriller",".92",".82","0.87"
"Amazon Prime","Movie","West Side Story",2021,"Musical","Musical",".91",".93","0.92"
"Amazon Prime","Movie","Freaks",2018,"Sci-fi","Sci-fi",".88",".86","0.87"
"Amazon Prime","Movie","Jojo Rabbit",2019,"Comedy","Comedy",".80",".94","0.87"
"Amazon Prime","Movie","The Father",2020,"Drama","Drama",".98",".92","0.95"
"Amazon Prime","Movie","The Invisible Man",2020,"Horror","Horror",".92",".88","0.9"
"Amazon Prime","Movie","A Quiet Place Part II",2021,"Horror","Horror",".91",".92","0.92"
"Amazon Prime","Movie","Spider-Man",2002,"Action","Action",".90",".67","0.78"
"Amazon Prime","Movie","Encanto",2021,"Kids & family","Kids & family",".91",".93","0.92"
"Amazon Prime","Movie","The Lord of the Rings: The Fellowship of the Ring",2001,"Fantasy","Fantasy",".91",".95","0.93"
"Amazon Prime","Movie","1917",2019,"War","War",".88",".88","0.88"
"Amazon Prime","Movie","Drive",2011,"Crime","Crime",".93",".79","0.86"
"Amazon Prime","Movie","The Lighthouse",2019,"Mystery & thriller","Mystery & thriller",".90",".72","0.81"
"Amazon Prime","Movie","Mad Max: Fury Road",2015,"Action","Action",".97",".86","0.92"
"Amazon Prime","Movie","The Fallout",2021,"Drama","Drama",".93",".82","0.88"
"Amazon Prime","Movie","Phantom Thread",2017,"Drama","Drama",".91",".71","0.81"
"Amazon Prime","Movie","Dunkirk",2017,"War","War",".92",".81","0.86"
"Amazon Prime","Movie","Prometheus",2012,"Sci-fi","Sci-fi",".73",".68","0.7"
"Amazon Prime","Movie","Stillwater",2021,"Drama","Drama",".74",".72","0.73"
"Amazon Prime","Movie","Sundown",2021,"Drama","Drama",".77",".63","0.7"
"Amazon Prime","Movie","Guardians of the Galaxy",2014,"Sci-fi","Sci-fi",".92",".92","0.92"
"Amazon Prime","Movie","The Wolf of Wall Street",2013,"Comedy","Comedy",".79",".83","0.81"
"Amazon Prime","Movie","Sonic the Hedgehog",2020,"Kids & family","Kids & family",".63",".93","0.78"
"Amazon Prime","Movie","Spider-Man 2",2004,"Action","Action",".93",".82","0.88"
"Amazon Prime","Movie","Spider-Man: Homecoming",2017,"Action","Action",".92",".87","0.9"
"Amazon Prime","Movie","Gone Girl",2014,"Mystery & thriller","Mystery & thriller",".87",".87","0.87"
"Amazon Prime","Movie","The Courier",2020,"Mystery & thriller","Mystery & thriller",".85",".95","0.9"
"Amazon Prime","Movie","Emergency",2022,"Comedy","Comedy",".92",".70","0.81"
"Amazon Prime","Movie","Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn)",2020,"Action","Action",".79",".78","0.78"
"Amazon Prime","Movie","Marvel's the Avengers",2012,"Action","Action",".91",".91","0.91"
"Amazon Prime","Movie","The French Dispatch",2021,"Comedy","Comedy",".75",".76","0.76"
"Amazon Prime","Movie","Heist",2001,"Crime","Crime",".67",".60","0.64"
"Amazon Prime","Movie","Toy Story",1995,"Kids & family","Kids & family","1",".92","0.96"
"Amazon Prime","Movie","I Want You Back",2022,"Romance","Romance",".86",".72","0.79"
"Amazon Prime","Movie","Star Wars: The Force Awakens",2015,"Sci-fi","Sci-fi",".93",".85","0.89"
"Amazon Prime","Movie","Sorry to Bother You",2018,"Comedy","Comedy",".93",".70","0.82"
"Amazon Prime","Movie","Mission: Impossible -- Fallout",2018,"Action","Action",".97",".88","0.92"
"Amazon Prime","Movie","Bohemian Rhapsody",2018,"Biography","Biography",".60",".85","0.72"
"Amazon Prime","Movie","No Country for Old Men",2007,"Crime","Crime",".93",".86","0.9"
"Amazon Prime","Movie","Men in Black 3",2012,"Action","Action",".68",".70","0.69"
"Amazon Prime","Movie","Zero Dark Thirty",2012,"Drama","Drama",".91",".80","0.86"
"Netflix","TV Show","The Sandman",2022,"Drama","Drama",".87",".83","0.85"
"Netflix","TV Show","Better Call Saul",2015,"Drama","Drama",".98",".95","0.96"
"Netflix","TV Show","Stranger Things",2016,"Drama","Drama",".91",".90","0.9"
"Netflix","TV Show","Breaking Bad",2008,"Crime","Crime",".96",".97","0.96"
"Netflix","TV Show","Locke & Key",2020,"Drama","Drama",".69",".60","0.64"
"Netflix","TV Show","Never Have I Ever",2020,"Comedy","Comedy",".93",".83","0.88"
